sample_id	file_name	ega_file_name	cell_type	condition	read_length	paired	stranded	study	protocol	genotype_id	bam_name
UCF1106	UCF1106_120224_5_sorted.bam	EGAF00000187443	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1106	_EGAR00001105549_UCF1106_120224_5_sorted.bam
UCF1107	UCF1107_120224_7_sorted.bam	EGAF00000187444	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1107	_EGAR00001105550_UCF1107_120224_7_sorted.bam
UCF1108	UCF1108_120229_1_sorted.bam	EGAF00000187445	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1108	_EGAR00001105551_UCF1108_120229_1_sorted.bam
UCF1109	UCF1109_120202_5_sorted.bam	EGAF00000187446	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1109	_EGAR00001105552_UCF1109_120202_5_sorted.bam
UCF110	UC110F_100930_6_sorted.bam	EGAF00000187146	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC110	_EGAR00001105252_UC110F_100930_6_sorted.bam
UCF1112	UCF1112_120224_3_sorted.bam	EGAF00000187447	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1112	_EGAR00001105553_UCF1112_120224_3_sorted.bam
UCF1113	UCF1113_120224_1_sorted.bam	EGAF00000187448	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1113	_EGAR00001105554_UCF1113_120224_1_sorted.bam
UCF1115	UCF1115_120202_2_sorted.bam	EGAF00000187449	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1115	_EGAR00001105555_UCF1115_120202_2_sorted.bam
UCF1116	UCF1116_120229_1_sorted.bam	EGAF00000187450	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1116	_EGAR00001105556_UCF1116_120229_1_sorted.bam
UCF1117	UCF1117_120224_5_sorted.bam	EGAF00000187451	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1117	_EGAR00001105557_UCF1117_120224_5_sorted.bam
UCF1119	UCF1119_120229_3_sorted.bam	EGAF00000187452	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1119	_EGAR00001105558_UCF1119_120229_3_sorted.bam
UCF1120	UCF1120_120202_6_sorted.bam	EGAF00000187453	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1120	_EGAR00001105559_UCF1120_120202_6_sorted.bam
UCF1123	UCF1123_120224_8_sorted.bam	EGAF00000187454	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1123	_EGAR00001105560_UCF1123_120224_8_sorted.bam
UCF1124	UCF1124_120229_3_sorted.bam	EGAF00000187455	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1124	_EGAR00001105561_UCF1124_120229_3_sorted.bam
UCF1125	UCF1125_120202_3_sorted.bam	EGAF00000187456	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1125	_EGAR00001105562_UCF1125_120202_3_sorted.bam
UCF1126	UCF1126_120202_8_sorted.bam	EGAF00000187457	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1126	_EGAR00001105563_UCF1126_120202_8_sorted.bam
UCF1128	UCF1128_120202_8_sorted.bam	EGAF00000187458	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1128	_EGAR00001105564_UCF1128_120202_8_sorted.bam
UCF1129	UCF1129_120229_8_sorted.bam	EGAF00000187459	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1129	_EGAR00001105565_UCF1129_120229_8_sorted.bam
UCF1130	UCF1130_120224_6_sorted.bam	EGAF00000187460	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1130	_EGAR00001105566_UCF1130_120224_6_sorted.bam
UCF1131	UCF1131_120202_2_sorted.bam	EGAF00000187461	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1131	_EGAR00001105567_UCF1131_120202_2_sorted.bam
UCF1135	UCF1135_120202_8_sorted.bam	EGAF00000187462	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1135	_EGAR00001105568_UCF1135_120202_8_sorted.bam
UCF1136	UCF1136_120229_4_sorted.bam	EGAF00000187463	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1136	_EGAR00001105569_UCF1136_120229_4_sorted.bam
UCF1137	UCF1137_120202_8_sorted.bam	EGAF00000187464	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1137	_EGAR00001105570_UCF1137_120202_8_sorted.bam
UCF1139	UCF1139_120224_1_sorted.bam	EGAF00000187465	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1139	_EGAR00001105571_UCF1139_120224_1_sorted.bam
UCF113	UC113F_110204_5_sorted.bam	EGAF00000187149	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC113	_EGAR00001105255_UC113F_110204_5_sorted.bam
UCF1143	UCF1143_120229_1_sorted.bam	EGAF00000187466	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1143	_EGAR00001105572_UCF1143_120229_1_sorted.bam
UCF1146	UCF1146_120202_6_sorted.bam	EGAF00000187467	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1146	_EGAR00001105573_UCF1146_120202_6_sorted.bam
UCF1148	UCF1148_120224_6_sorted.bam	EGAF00000187468	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1148	_EGAR00001105574_UCF1148_120224_6_sorted.bam
UCF114	UC114F_110204_6_sorted.bam	EGAF00000187152	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC114	_EGAR00001105258_UC114F_110204_6_sorted.bam
UCF1156	UCF1156_120224_6_sorted.bam	EGAF00000187469	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1156	_EGAR00001105575_UCF1156_120224_6_sorted.bam
UCF1159	UCF1159_120224_6_sorted.bam	EGAF00000187470	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1159	_EGAR00001105576_UCF1159_120224_6_sorted.bam
UCF115	UC115F_110218_2_sorted.bam	EGAF00000187155	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC115	_EGAR00001105261_UC115F_110218_2_sorted.bam
UCF1160	UCF1160_120202_3_sorted.bam	EGAF00000187471	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1160	_EGAR00001105577_UCF1160_120202_3_sorted.bam
UCF1161	UCF1161_120229_2_sorted.bam	EGAF00000187472	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1161	_EGAR00001105578_UCF1161_120229_2_sorted.bam
UCF1163	UCF1163_120202_7_sorted.bam	EGAF00000187473	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1163	_EGAR00001105579_UCF1163_120202_7_sorted.bam
UCF1164	UCF1164_120229_5_sorted.bam	EGAF00000187474	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1164	_EGAR00001105580_UCF1164_120229_5_sorted.bam
UCF1167	UCF1167_120229_6_sorted.bam	EGAF00000187475	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1167	_EGAR00001105581_UCF1167_120229_6_sorted.bam
UCF1168	UCF1168_120202_4_sorted.bam	EGAF00000187476	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1168	_EGAR00001105582_UCF1168_120202_4_sorted.bam
UCF1169	UCF1169_120224_2_sorted.bam	EGAF00000187477	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1169	_EGAR00001105583_UCF1169_120224_2_sorted.bam
UCF116	UC116F_110221_6_sorted.bam	EGAF00000187157	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC116	_EGAR00001105263_UC116F_110221_6_sorted.bam
UCF1170	UCF1170_120229_7_sorted.bam	EGAF00000187478	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1170	_EGAR00001105584_UCF1170_120229_7_sorted.bam
UCF1171	UCF1171_120202_4_sorted.bam	EGAF00000187479	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1171	_EGAR00001105585_UCF1171_120202_4_sorted.bam
UCF1174	UCF1174_120229_4_sorted.bam	EGAF00000187480	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1174	_EGAR00001105586_UCF1174_120229_4_sorted.bam
UCF1175	UCF1175_120224_4_sorted.bam	EGAF00000187481	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1175	_EGAR00001105587_UCF1175_120224_4_sorted.bam
UCF1176	UCF1176_120202_3_sorted.bam	EGAF00000187482	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1176	_EGAR00001105588_UCF1176_120202_3_sorted.bam
UCF1178	UCF1178_120224_8_sorted.bam	EGAF00000187483	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1178	_EGAR00001105589_UCF1178_120224_8_sorted.bam
UCF1179	UCF1179_120229_6_sorted.bam	EGAF00000187484	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1179	_EGAR00001105590_UCF1179_120229_6_sorted.bam
UCF117	UC117F_110204_8_sorted.bam	EGAF00000187159	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC117	_EGAR00001105265_UC117F_110204_8_sorted.bam
UCF1180	UCF1180_120202_5_sorted.bam	EGAF00000187485	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1180	_EGAR00001105591_UCF1180_120202_5_sorted.bam
UCF1181	UCF1181_120229_6_sorted.bam	EGAF00000187486	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1181	_EGAR00001105592_UCF1181_120229_6_sorted.bam
UCF1182	UCF1182_120224_5_sorted.bam	EGAF00000187487	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1182	_EGAR00001105593_UCF1182_120224_5_sorted.bam
UCF1183	UCF1183_120229_4_sorted.bam	EGAF00000187488	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1183	_EGAR00001105594_UCF1183_120229_4_sorted.bam
UCF1184	UCF1184_120229_8_sorted.bam	EGAF00000187489	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1184	_EGAR00001105595_UCF1184_120229_8_sorted.bam
UCF1185	UCF1185_120202_5_sorted.bam	EGAF00000187490	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1185	_EGAR00001105596_UCF1185_120202_5_sorted.bam
UCF1186	UCF1186_120229_4_sorted.bam	EGAF00000187491	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1186	_EGAR00001105597_UCF1186_120229_4_sorted.bam
UCF1187	UCF1187_120224_1_sorted.bam	EGAF00000187492	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1187	_EGAR00001105598_UCF1187_120224_1_sorted.bam
UCF1188	UCF1188_120229_4_sorted.bam	EGAF00000187493	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1188	_EGAR00001105599_UCF1188_120229_4_sorted.bam
UCF1189	UCF1189_120229_8_sorted.bam	EGAF00000187494	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1189	_EGAR00001105600_UCF1189_120229_8_sorted.bam
UCF1190	UCF1190_120229_2_sorted.bam	EGAF00000187495	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1190	_EGAR00001105601_UCF1190_120229_2_sorted.bam
UCF1191	UCF1191_120229_4_sorted.bam	EGAF00000187496	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1191	_EGAR00001105602_UCF1191_120229_4_sorted.bam
UCF1192	UCF1192_120202_6_sorted.bam	EGAF00000187497	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1192	_EGAR00001105603_UCF1192_120202_6_sorted.bam
UCF1193	UCF1193_120229_3_sorted.bam	EGAF00000187498	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1193	_EGAR00001105604_UCF1193_120229_3_sorted.bam
UCF1194	UCF1194_120224_1_sorted.bam	EGAF00000187499	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1194	_EGAR00001105605_UCF1194_120224_1_sorted.bam
UCF1195	UCF1195_120224_1_sorted.bam	EGAF00000187500	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1195	_EGAR00001105606_UCF1195_120224_1_sorted.bam
UCF1196	UCF1196_120224_4_sorted.bam	EGAF00000187501	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1196	_EGAR00001105607_UCF1196_120224_4_sorted.bam
UCF1198	UCF1198_120224_4_sorted.bam	EGAF00000187502	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1198	_EGAR00001105608_UCF1198_120224_4_sorted.bam
UCF1199	UCF1199_120224_7_sorted.bam	EGAF00000187503	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1199	_EGAR00001105609_UCF1199_120224_7_sorted.bam
UCF1200	UCF1200_120202_4_sorted.bam	EGAF00000187504	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1200	_EGAR00001105610_UCF1200_120202_4_sorted.bam
UCF1201	UCF1201_120224_2_sorted.bam	EGAF00000187505	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1201	_EGAR00001105611_UCF1201_120224_2_sorted.bam
UCF1203	UCF1203_120224_8_sorted.bam	EGAF00000187506	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1203	_EGAR00001105612_UCF1203_120224_8_sorted.bam
UCF1205	UCF1205_120315_6_sorted.bam	EGAF00000187507	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1205	_EGAR00001105613_UCF1205_120315_6_sorted.bam
UCF1206	UCF1206_120229_5_sorted.bam	EGAF00000187508	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1206	_EGAR00001105614_UCF1206_120229_5_sorted.bam
UCF1207	UCF1207_120229_3_sorted.bam	EGAF00000187509	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1207	_EGAR00001105615_UCF1207_120229_3_sorted.bam
UCF1208	UCF1208_120224_2_sorted.bam	EGAF00000187510	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1208	_EGAR00001105616_UCF1208_120224_2_sorted.bam
UCF1210	UCF1210_120224_2_sorted.bam	EGAF00000187511	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1210	_EGAR00001105617_UCF1210_120224_2_sorted.bam
UCF1211	UCF1211_120202_1_sorted.bam	EGAF00000187512	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1211	_EGAR00001105618_UCF1211_120202_1_sorted.bam
UCF1212	UCF1212_120202_7_sorted.bam	EGAF00000187513	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1212	_EGAR00001105619_UCF1212_120202_7_sorted.bam
UCF1215	UCF1215_120224_3_sorted.bam	EGAF00000187514	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1215	_EGAR00001105620_UCF1215_120224_3_sorted.bam
UCF1216	UCF1216_120229_2_sorted.bam	EGAF00000187515	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1216	_EGAR00001105621_UCF1216_120229_2_sorted.bam
UCF1217	UCF1217_120224_8_sorted.bam	EGAF00000187516	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1217	_EGAR00001105622_UCF1217_120224_8_sorted.bam
UCF1218	UCF1218_120229_1_sorted.bam	EGAF00000187517	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1218	_EGAR00001105623_UCF1218_120229_1_sorted.bam
UCF122	UC122F_110221_7_sorted.bam	EGAF00000187162	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC122	_EGAR00001105268_UC122F_110221_7_sorted.bam
UCF124	UC124F_110221_5_sorted.bam	EGAF00000187165	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC124	_EGAR00001105271_UC124F_110221_5_sorted.bam
UCF130	UC130F_100930_7_sorted.bam	EGAF00000187170	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC130	_EGAR00001105276_UC130F_100930_7_sorted.bam
UCF137	UC137F_110204_8_sorted.bam	EGAF00000187173	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC137	_EGAR00001105279_UC137F_110204_8_sorted.bam
UCF139	UC139F_101014_1_sorted.bam	EGAF00000187176	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC139	_EGAR00001105282_UC139F_101014_1_sorted.bam
UCF144	UC144F_110204_1_sorted.bam	EGAF00000187181	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC144	_EGAR00001105287_UC144F_110204_1_sorted.bam
UCF152	UC152F_101014_2_sorted.bam	EGAF00000187184	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC152	_EGAR00001105290_UC152F_101014_2_sorted.bam
UCF164	UC164F_101014_5_sorted.bam	EGAF00000187187	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC164	_EGAR00001105293_UC164F_101014_5_sorted.bam
UCF167	UC167F_110204_2_sorted.bam	EGAF00000187190	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC167	_EGAR00001105296_UC167F_110204_2_sorted.bam
UCF169	UC169F_101014_6_sorted.bam	EGAF00000187193	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC169	_EGAR00001105299_UC169F_101014_6_sorted.bam
UCF177	UC177F_101014_7_sorted.bam	EGAF00000187196	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC177	_EGAR00001105302_UC177F_101014_7_sorted.bam
UCF181	UC181F_101014_8_sorted.bam	EGAF00000187199	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC181	_EGAR00001105305_UC181F_101014_8_sorted.bam
UCF183	UC183F_110413_6_sorted.bam	EGAF00000187202	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC183	_EGAR00001105308_UC183F_110413_6_sorted.bam
UCF188	UC188F_110204_4_sorted.bam	EGAF00000187205	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC188	_EGAR00001105311_UC188F_110204_4_sorted.bam
UCF223	UC223F_101108_1_sorted.bam	EGAF00000187208	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC223	_EGAR00001105314_UC223F_101108_1_sorted.bam
UCF226	UC226F_110218_2_sorted.bam	EGAF00000187212	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC226	_EGAR00001105318_UC226F_110218_2_sorted.bam
UCF227	UC227F_110204_5_sorted.bam	EGAF00000187215	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC227	_EGAR00001105321_UC227F_110204_5_sorted.bam
UCF251	UC251F_101108_5_sorted.bam	EGAF00000187218	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC251	_EGAR00001105324_UC251F_101108_5_sorted.bam
UCF253	UC253F_101108_6_sorted.bam	EGAF00000187221	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC253	_EGAR00001105327_UC253F_101108_6_sorted.bam
UCF255	UC255F_110204_6_sorted.bam	EGAF00000187224	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC255	_EGAR00001105330_UC255F_110204_6_sorted.bam
UCF277	UC277F_110204_6_sorted.bam	EGAF00000187227	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC277	_EGAR00001105333_UC277F_110204_6_sorted.bam
UCF282	UC282F_110204_7_sorted.bam	EGAF00000187230	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC282	_EGAR00001105336_UC282F_110204_7_sorted.bam
UCF285	UC285F_110304_7_sorted.bam	EGAF00000187233	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC285	_EGAR00001105339_UC285F_110304_7_sorted.bam
UCF304	UC304F_110204_1_sorted.bam	EGAF00000187236	fibroblast	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC304	_EGAR00001105342_UC304F_110204_1_sorted.bam
UCT018	UC018T_110204_2_sorted.bam	EGAF00000187090	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC018	_EGAR00001105196_UC018T_110204_2_sorted.bam
UCT019	UC019T_100930_1_sorted.bam	EGAF00000187092	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC019	_EGAR00001105198_UC019T_100930_1_sorted.bam
UCT024	UC024T_110204_1_sorted.bam	EGAF00000187094	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC024	_EGAR00001105200_UC024T_110204_1_sorted.bam
UCT025	UC025T_110413_3_sorted.bam	EGAF00000187097	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC025	_EGAR00001105203_UC025T_110413_3_sorted.bam
UCT034	UC034T_110204_2_sorted.bam	EGAF00000187099	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC034	_EGAR00001105205_UC034T_110204_2_sorted.bam
UCT042	UC042T_100930_2_sorted.bam	EGAF00000187102	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC042	_EGAR00001105208_UC042T_100930_2_sorted.bam
UCT048	UC048T_110413_7_sorted.bam	EGAF00000187105	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC048	_EGAR00001105211_UC048T_110413_7_sorted.bam
UCT049	UC049T_110204_4_sorted.bam	EGAF00000187108	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC049	_EGAR00001105214_UC049T_110204_4_sorted.bam
UCT050	UC050T_110413_3_sorted.bam	EGAF00000187111	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC050	_EGAR00001105217_UC050T_110413_3_sorted.bam
UCT051	UC051T_110204_5_sorted.bam	EGAF00000187114	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC051	_EGAR00001105220_UC051T_110204_5_sorted.bam
UCT060	UC060T_110204_7_sorted.bam	EGAF00000187117	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC060	_EGAR00001105223_UC060T_110204_7_sorted.bam
UCT078	UC078T_110204_6_sorted.bam	EGAF00000187122	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC078	_EGAR00001105228_UC078T_110204_6_sorted.bam
UCT079	UC079T_110304_7_sorted.bam	EGAF00000187124	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC079	_EGAR00001105230_UC079T_110304_7_sorted.bam
UCT087	UC087T_110204_5_sorted.bam	EGAF00000187128	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC087	_EGAR00001105234_UC087T_110204_5_sorted.bam
UCT088	UC088T_110204_1_sorted.bam	EGAF00000187131	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC088	_EGAR00001105237_UC088T_110204_1_sorted.bam
UCT093	UC093T_101108_8_sorted.bam	EGAF00000187134	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC093	_EGAR00001105240_UC093T_101108_8_sorted.bam
UCT1001	UCT1001_120224_3_sorted.bam	EGAF00000187518	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1001	_EGAR00001105624_UCT1001_120224_3_sorted.bam
UCT1007	UCT1007_120229_1_sorted.bam	EGAF00000187519	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1007	_EGAR00001105625_UCT1007_120229_1_sorted.bam
UCT100	UC100T_110413_7_sorted.bam	EGAF00000187137	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC100	_EGAR00001105243_UC100T_110413_7_sorted.bam
UCT1010	UCT1010_120202_3_sorted.bam	EGAF00000187520	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1010	_EGAR00001105626_UCT1010_120202_3_sorted.bam
UCT1011	UCT1011_120202_6_sorted.bam	EGAF00000187521	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1011	_EGAR00001105627_UCT1011_120202_6_sorted.bam
UCT1012	UCT1012_120315_7_sorted.bam	EGAF00000187522	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1012	_EGAR00001105628_UCT1012_120315_7_sorted.bam
UCT1013	UCT1013_120224_1_sorted.bam	EGAF00000187523	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1013	_EGAR00001105629_UCT1013_120224_1_sorted.bam
UCT1014	UCT1014_120229_1_sorted.bam	EGAF00000187524	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1014	_EGAR00001105630_UCT1014_120229_1_sorted.bam
UCT1016	UCT1016_120229_5_sorted.bam	EGAF00000187525	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1016	_EGAR00001105631_UCT1016_120229_5_sorted.bam
UCT1021	UCT1021_120229_8_sorted.bam	EGAF00000187526	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1021	_EGAR00001105632_UCT1021_120229_8_sorted.bam
UCT1023	UCT1023_120224_2_sorted.bam	EGAF00000187527	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1023	_EGAR00001105633_UCT1023_120224_2_sorted.bam
UCT1024	UCT1024_120229_7_sorted.bam	EGAF00000187528	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1024	_EGAR00001105634_UCT1024_120229_7_sorted.bam
UCT1025	UCT1025_120229_6_sorted.bam	EGAF00000187529	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1025	_EGAR00001105635_UCT1025_120229_6_sorted.bam
UCT1027	UCT1027_120202_1_sorted.bam	EGAF00000187530	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1027	_EGAR00001105636_UCT1027_120202_1_sorted.bam
UCT1028	UCT1028_120224_3_sorted.bam	EGAF00000187531	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1028	_EGAR00001105637_UCT1028_120224_3_sorted.bam
UCT1029	UCT1029_120224_7_sorted.bam	EGAF00000187532	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1029	_EGAR00001105638_UCT1029_120224_7_sorted.bam
UCT1030	UCT1030_120224_6_sorted.bam	EGAF00000187533	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1030	_EGAR00001105639_UCT1030_120224_6_sorted.bam
UCT103	UC103T_100930_5_sorted.bam	EGAF00000187140	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC103	_EGAR00001105246_UC103T_100930_5_sorted.bam
UCT1040	UCT1040_120229_7_sorted.bam	EGAF00000187534	T-cell	naive	50bp	TRUE	FALSE	GENCORD	poly(A)	UC1040	_EGAR00001105640_UCT1040_120229_7_sorted.bam
